id,name,abv,ibu,target_fg,target_og,ebc,srm,ph,attenuation_level,volume,boil_volume,method,ingredients,food_pairing
11,Misspent Youth,7.3,30.0,1020.0,1079.0,120.0,60.0,4.4,74.7,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 67, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'See honey and lactose additions'}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 2.18, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.3, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.3, 'unit': 'kilograms'}}, {'name': 'Smoked Weyermann', 'amount': {'value': 1.8, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.6, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.6, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.1, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.05, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.6, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Honey', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'Flavour'}, {'name': 'Lactose', 'amount': {'value': 375, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'Flavour'}, {'name': 'First Gold', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma'}, {'name': 'Fuggles', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Roasted garlic and chilli infused camembert cheese', 'Korean style chicken wings', 'Chocolate milk shake']"
12,Arcade Nation,5.3,60.0,1012.0,1052.0,200.0,100.0,4.2,77.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.13, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['King prawn kebabs', 'Halibut with a mango and tomato salad', 'Mint chocloate ice cream']"
13,Movember,4.5,50.0,1012.0,1047.0,140.0,70.0,5.2,74.5,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': 50}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 3.44, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 43.8, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 81.3, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Vegetable egg scramble', 'Margherita pizza', 'Fresh berry crisp tart']"
14,Alpha Dog,4.5,42.0,1025.0,1046.0,62.0,31.0,4.4,72.8,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 25}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 2.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.61, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.28, 'unit': 'kilograms'}}, {'name': 'Dark Crystal 350-400', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Pastrami', 'Swiss and horseradish sandwich', 'Sharp cheddar cheese and onion/ raisin chutney', 'Peanut brittle']"
15,Mixtape 8,14.5,50.0,1014.0,1093.0,40.0,20.0,4.4,85.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 40}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Barrel aged and blended with Anarchist Alchemist'}","{'malt': [{'name': 'Pale Ale - Tipple', 'amount': {'value': 11.1, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.94, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.44, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus Extract', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennes™'}","['Coriander & chilli crab cakes', 'Goats cheese salad with walnuts, radish and blood orange', 'Pistachio cake']"
16,Libertine Porter,6.1,45.0,1020.0,1067.0,219.0,109.5,4.4,70.1,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': 35}], 'fermentation': {'temp': {'value': 18, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Smoked Malt', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 31.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'bitter'}, {'name': 'Willamette', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Galena', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Galena', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Blue cheese beef burger', 'Glazed short ribs', 'Chocolate cake']"
17,AB:06,11.2,150.0,1013.0,1098.0,70.0,35.0,,87.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 17, 'unit': 'celsius'}}, 'twist': 'White cane sugar: 150g at middle'}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 6.13, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Hop Extract', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Coffee dusted venison loin', 'Memphis-style beef short ribs', 'Chocolate orange brownies']"
18,Russian Doll – India Pale Ale,6.0,70.0,1012.0,1058.0,25.0,12.5,5.2,79.3,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.06, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Spicy chicken skewers', 'Fish tacos with hot sauce', 'Lemon pound cake with a ice sugar glaze']"
19,Hello My Name Is Mette-Marit,8.2,70.0,1013.0,1076.0,,,4.4,83.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Infusion of lingonberries alongside the dry hops, Cranberry Juice: 5.5g at 30mins, Lingonberries: 10g Twist'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.12, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.8, 'unit': 'kilograms'}}], 'hops': [{'name': 'Tomahawk', 'amount': {'value': 7, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Motueka', 'amount': {'value': 5.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Mt.Hood', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Challenger', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Galena', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Nelson Sauvin', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Fårikål (mutton stew) with a spicy twist', 'Fenalår (salted cured lamb)', 'Krumkake with lingonberry jam']"
20,Rabiator,10.27,26.0,1014.0,1092.0,24.0,12.0,4.4,85.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.63, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.69, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Hersbrucker', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3333 - German Wheat™'}","['Grilled portabello mushroom burger', 'Chicken sausages with creamy mash', 'Caramel and banana meringue pie']"
21,Vice Bier,4.3,25.0,1010.0,1043.0,30.0,15.0,4.0,81.8,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2.69, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.38, 'unit': 'kilograms'}}], 'hops': [{'name': 'Waimea', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Waimea', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3638 - Bavarian Wheat™'}","['Citrus salad with balsamic dressing', 'Lobster', 'Ginger and orange cookies']"
22,Devine Rebel (w/ Mikkeller),12.5,100.0,1030.0,1093.0,36.0,18.0,4.4,68.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Part-aged in oak barrels, finished with champagne yeast'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 10, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.88, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Nelson Sauvin', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Stilton on gingerbread biscuits', 'Pot roasted artichokes', 'Lamb chops with caramelised figs']"
23,Storm,8.0,60.0,1010.0,1082.0,12.0,6.0,4.4,86.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Oak chips soaked in Islay whisky 50g'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.8, 'unit': 'kilograms'}}], 'hops': [{'name': 'Ahtanum', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Crystal', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 27.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Crystal', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Oysters', 'Hickory smoked ham', 'Rocky Road']"
24,The End Of History,55.0,,1000.0,1112.0,,,4.4,100.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': 'Nettles: 25g at end, Juniper: 25g at end'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 12.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 6.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Nelson Sauvin', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennes™'}","['Roasted wood pigeon with black pudding', 'Pan seared venison fillet with juniper sauce', 'Apricot coconut cake']"
25,Bad Pixie,4.7,45.0,1010.0,1047.0,8.0,4.0,4.4,79.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 67, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Crushed juniper berries: 12.5g, Lemon peel: 18.8g'}","{'malt': [{'name': 'Wheat', 'amount': {'value': 2.5, 'unit': 'kilograms'}}, {'name': 'Extra Pale', 'amount': {'value': 2.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 18.75, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Sorachi Ace', 'amount': {'value': 16.25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Poached sole fillet with capers', 'Summer fruit salad', 'Banana split']"
26,Skull Candy,3.5,33.0,1012.0,1038.0,50.0,25.0,4.4,68.4,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2.81, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Crystal 120', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 31.3, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Haggis bon bons', 'Rosemary and lemon roast chicken', 'Oatmeal and cranberry cookies']"
27,Dog B,15.0,90.0,1003.0,1120.0,100.0,50.0,4.4,98.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Based on AB:04, but with added vanilla and 3.5 times the chilli.'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 8, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 1.38, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.88, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Honey', 'amount': {'value': 0.7, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': '15', 'attribute': 'bitter'}, {'name': 'Coffee', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': '15', 'attribute': 'twist'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': '0', 'attribute': ' aroma'}, {'name': 'Coffee', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': '0', 'attribute': 'twist'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Blackened cajun beef', 'Blue cheese', 'Flourless chocolate cheesecake']"
28,HBC 369,6.7,67.0,1064.0,1013.0,19.0,9.5,4.4,79.7,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 5.87, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.37, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'HBC 369', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'HBC 369', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'HBC 369', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Spicy jalapeño & seared steak fajitas', 'Grilled spicy corn with feta crumbles', 'Blueberry pie']"
